Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5M8D1,U5M8D1_ECOLI ATP synthase subunit beta OS=Escherichia coli C321.deltaA GN=atpD PE=3 SV=1,2,24,0.24273,0.7,1.5,0.91481,1.0,1.0,0.01642,2.2,0.4,0.16915,1.6,0.6,0.00991,3.4,0.3,0.00359,2.2,0.5,2.33E+11,4.27E+11,3.67E+11,3.22E+11,1.36E+11,2.33E+11,2.85E+11,3.54E+11,3.88E+11,8.31E+11,6.23E+11,7.92E+11
U5LVC7,U5LVC7_ECOLI UPF0246 protein YaaA OS=Escherichia coli C321.deltaA GN=yaaA PE=3 SV=1,1,8,0.24281,1.7,0.6,0.21814,1.8,0.5,0.59682,1.3,0.8,0.72414,1.1,0.9,0.05931,0.7,1.4,0.09209,0.7,1.5,4.74E+09,1.47E+10,1.56E+10,1.79E+10,2.01E+10,1.53E+10,1.80E+10,1.50E+10,2.46E+10,1.09E+10,1.49E+10,1.32E+10
U5M432,U5M432_ECOLI Peptidyl-prolyl cis-trans isomerase OS=Escherichia coli C321.deltaA GN=ppiA PE=3 SV=1,1,6,0.24325,1.9,0.5,0.34392,1.7,0.6,0.54046,1.4,0.7,0.59504,0.9,1.1,0.13849,0.7,1.4,0.41125,0.8,1.2,7.54E+09,3.51E+10,2.45E+10,4.38E+10,3.33E+10,3.12E+10,2.25E+10,4.04E+10,3.51E+10,2.75E+10,3.18E+10,1.96E+10
U5M5G5,U5M5G5_ECOLI Putative hydrolase OS=Escherichia coli C321.deltaA GN=ysgA PE=4 SV=1,1,3,0.24426,2.8,0.4,0.32994,2.2,0.5,0.80261,1.3,0.8,0.41677,0.8,1.3,0.25231,0.4,2.2,0.36071,0.6,1.7,1.22E+09,1.32E+10,7.13E+09,7.94E+09,1.85E+10,1.79E+10,1.11E+10,1.00E+10,1.11E+10,1.32E+10,8.11E+09,2.20E+09
U5LYI7,"U5LYI7_ECOLI Dihydromonapterin reductase, NADPH-dependent dihydrofolate reductase isozyme OS=Escherichia coli C321.deltaA GN=folM PE=4 SV=1",1,3,0.24428,0.8,1.2,0.90845,1.0,1.0,0.00573,0.4,2.8,0.68141,1.2,0.8,0.01003,0.4,2.2,0.06863,0.4,2.6,5.33E+09,7.64E+09,5.28E+09,5.67E+09,4.96E+09,4.04E+09,9.74E+09,2.86E+09,6.72E+09,2.90E+09,1.88E+09,1.89E+09
U5M1B0,"U5M1B0_ECOLI Putative positive effector of YfiN activity, OM lipoprotein OS=Escherichia coli C321.deltaA GN=yfiB PE=3 SV=1",1,1,0.24464,0.6,1.8,0.39035,1.9,0.5,0.69369,1.2,0.8,0.17571,3.4,0.3,0.22794,2.1,0.5,0.56487,0.6,1.6,2.63E+09,3.16E+09,1.63E+09,1.46E+09,2.44E+09,6.70E+08,1.25E+09,8.75E+09,8.74E+09,1.36E+09,3.62E+09,4.75E+09
U5M7W0,U5M7W0_ECOLI 4-alpha-L-fucosyltransferase OS=Escherichia coli C321.deltaA GN=wecF PE=3 SV=1,1,1,0.24558,0.5,2.0,0.82410,1.1,0.9,0.50275,0.6,1.7,0.19064,2.3,0.4,0.80667,1.2,0.8,0.41388,0.5,1.9,1.39E+08,3.53E+08,5.06E+08,1.53E+08,2.53E+08,8.08E+07,1.62E+08,6.60E+08,3.45E+08,1.27E+08,7.70E+07,5.40E+08
U5M217,U5M217_ECOLI Cytoskeleton protein RodZ OS=Escherichia coli C321.deltaA GN=rodZ PE=3 SV=1,1,8,0.24647,0.7,1.3,0.70843,0.9,1.1,0.53710,0.9,1.2,0.17266,1.2,0.8,0.16686,1.2,0.9,0.70364,0.9,1.1,4.63E+10,9.72E+10,7.53E+10,5.52E+10,5.11E+10,4.89E+10,5.37E+10,7.89E+10,5.94E+10,6.74E+10,6.09E+10,5.17E+10
U5M090,U5M090_ECOLI DNA-dependent ATPase involved in processing recombination intermediates at replication forks OS=Escherichia coli C321.deltaA GN=rarA PE=4 SV=1,1,7,0.24751,1.4,0.7,0.26174,1.3,0.8,0.23078,0.5,1.9,0.69743,0.9,1.1,0.10832,0.4,2.8,0.11811,0.4,2.5,9.71E+08,1.51E+09,9.65E+08,2.45E+09,1.51E+09,1.13E+09,1.27E+09,1.28E+09,1.88E+09,3.49E+08,1.40E+09,4.03E+08
U5M0D3,U5M0D3_ECOLI Valine-pyruvate aminotransferase 2 OS=Escherichia coli C321.deltaA GN=alaA PE=4 SV=1,1,7,0.24870,2.0,0.5,0.19923,2.2,0.4,0.64765,1.3,0.8,0.62332,1.1,0.9,0.28042,0.7,1.5,0.20704,0.6,1.7,2.36E+09,1.17E+10,8.79E+09,1.16E+10,1.60E+10,1.03E+10,1.93E+10,1.39E+10,1.02E+10,1.28E+10,9.44E+09,4.70E+09
U5LWK0,U5LWK0_ECOLI 1-deoxy-D-xylulose-5-phosphate synthase OS=Escherichia coli C321.deltaA GN=dxs PE=3 SV=1,1,10,0.24904,1.5,0.7,0.32665,1.3,0.8,0.97232,1.0,1.0,0.55487,0.9,1.1,0.58111,0.7,1.5,0.67544,0.7,1.3,2.05E+09,4.45E+09,3.61E+09,5.23E+09,5.59E+09,3.45E+09,4.65E+09,4.21E+09,3.76E+09,7.67E+09,8.94E+08,4.46E+09
U5LVH6,U5LVH6_ECOLI Trigger factor OS=Escherichia coli C321.deltaA GN=tig PE=3 SV=1,1,34,0.24935,0.8,1.2,0.06998,1.4,0.7,0.15774,1.3,0.8,0.00650,1.8,0.6,0.00876,1.6,0.6,0.20908,0.9,1.1,1.98E+11,2.86E+11,3.00E+11,2.23E+11,2.30E+11,1.77E+11,3.40E+11,4.32E+11,3.52E+11,2.99E+11,3.41E+11,3.43E+11
U5M254,U5M254_ECOLI Glycine dehydrogenase (decarboxylating) OS=Escherichia coli C321.deltaA GN=gcvP PE=1 SV=1,1,19,0.25008,0.7,1.5,0.84247,1.1,0.9,0.51214,1.3,0.8,0.07205,1.6,0.6,0.07352,1.9,0.5,0.48447,1.2,0.8,1.64E+10,3.71E+10,1.98E+10,1.19E+10,2.05E+10,1.53E+10,2.79E+10,2.02E+10,2.53E+10,3.45E+10,3.63E+10,1.92E+10
U5LXS9,U5LXS9_ECOLI DNA helicase IV OS=Escherichia coli C321.deltaA GN=helD PE=4 SV=1,1,6,0.25019,2.7,0.4,0.33090,2.4,0.4,0.89159,1.1,0.9,0.84012,0.9,1.1,0.27587,0.4,2.4,0.37167,0.5,2.1,6.98E+08,7.46E+09,2.29E+09,5.30E+09,4.08E+09,1.13E+10,1.26E+10,2.94E+09,4.69E+09,9.03E+09,1.35E+09,1.46E+09
U5M3J7,U5M3J7_ECOLI Ribosome maturation factor RimP OS=Escherichia coli C321.deltaA GN=rimP PE=3 SV=1,1,1,0.25078,0.8,1.2,0.03938,1.3,0.8,0.00033,1.6,0.6,0.05212,1.6,0.6,0.01101,1.9,0.5,0.10509,1.2,0.8,6.32E+09,6.29E+09,6.37E+09,4.26E+09,6.79E+09,5.06E+09,7.88E+09,9.62E+09,7.21E+09,9.19E+09,1.03E+10,1.03E+10
U5LWY2,"U5LWY2_ECOLI Septal ring protein, suppressor of prc, minor lipoprotein OS=Escherichia coli C321.deltaA GN=rlpA PE=3 SV=1",1,11,0.25116,0.8,1.2,0.41273,1.2,0.8,0.98507,1.0,1.0,0.10711,1.5,0.7,0.29515,1.2,0.8,0.45878,0.8,1.2,1.63E+10,2.29E+10,1.59E+10,1.18E+10,1.70E+10,1.54E+10,1.67E+10,2.86E+10,2.11E+10,1.54E+10,2.43E+10,1.60E+10
U5LZ86,"U5LZ86_ECOLI 23S rRNA m(1)G745 methyltransferase, SAM-dependent OS=Escherichia coli C321.deltaA GN=rlmA PE=4 SV=1",1,4,0.25222,0.8,1.3,0.99349,1.0,1.0,0.49164,1.3,0.8,0.44004,1.3,0.8,0.14882,1.7,0.6,0.58175,1.3,0.8,3.30E+09,5.15E+09,6.19E+09,4.06E+09,2.97E+09,3.77E+09,6.24E+09,2.52E+09,6.76E+09,8.19E+09,8.11E+09,3.45E+09
U5M6S4,U5M6S4_ECOLI Minor component of type 1 fimbriae OS=Escherichia coli C321.deltaA GN=fimG PE=4 SV=1,1,1,0.25261,0.1,7.0,0.20779,0.0,5993.7,0.17238,6.1,0.2,0.30955,0.0,855.4,0.03044,42.6,0.0,0.14043,36455.4,0.0,1.70E+09,5.78E+08,5.72E+07,4.34E+08,1.31E+07,2.87E+07,1.41E+06,1.85E+08,1.00E+00,9.91E+08,3.71E+09,3.44E+09
U5LX58,U5LX58_ECOLI DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport OS=Escherichia coli C321.deltaA GN=fur PE=4 SV=1,1,7,0.25266,5.3,0.2,0.96182,0.9,1.1,0.60854,0.3,2.9,0.46952,0.2,6.0,0.14592,0.1,15.7,0.74297,0.4,2.6,2.01E+08,1.42E+10,2.10E+09,7.39E+09,8.15E+09,1.49E+10,1.97E+10,1.81E+07,1.13E+10,1.22E+10,9.29E+07,2.06E+08
U5M0L7,U5M0L7_ECOLI Putative assembly protein OS=Escherichia coli C321.deltaA GN=asmA PE=4 SV=1,1,4,0.25476,0.3,3.7,0.39501,0.8,1.3,0.23510,1.3,0.8,0.37131,2.8,0.4,0.18707,4.9,0.2,0.15694,1.7,0.6,2.04E+09,2.91E+09,2.83E+09,9.78E+07,2.29E+09,1.45E+09,1.11E+09,2.78E+09,2.30E+09,4.31E+09,3.45E+09,2.53E+09
U5M4V8,U5M4V8_ECOLI YibT OS=Escherichia coli C321.deltaA GN=yibT PE=4 SV=1,1,4,0.25509,1.5,0.7,0.57116,1.1,0.9,0.07135,0.4,2.2,0.40228,0.7,1.3,0.04208,0.3,3.4,0.05006,0.4,2.5,2.83E+10,4.26E+10,4.22E+10,8.46E+10,3.25E+10,6.51E+10,3.15E+10,4.84E+10,4.79E+10,1.92E+10,9.23E+09,2.55E+10
U5M2F9,U5M2F9_ECOLI RNA polymerase sigma factor RpoS OS=Escherichia coli C321.deltaA GN=rpoS PE=3 SV=1,1,1,0.25628,0.2,5.8,0.34700,0.2,4.2,0.75211,1.5,0.7,0.77587,1.4,0.7,0.06017,8.7,0.1,0.09922,6.2,0.2,1.42E+09,1.09E+08,3.38E+07,2.51E+07,1.17E+08,8.93E+06,8.60E+07,9.35E+07,8.76E+06,1.64E+08,1.98E+08,5.25E+08
U5M5S6,U5M5S6_ECOLI Thiazole synthase OS=Escherichia coli C321.deltaA GN=thiG PE=3 SV=1,1,12,0.25632,0.2,4.2,0.45302,0.4,2.7,0.00117,0.1,11.8,0.80355,1.5,0.7,0.39625,0.4,2.8,0.29703,0.2,4.3,2.51E+10,4.70E+10,4.25E+10,3.06E+10,1.06E+09,2.11E+10,4.76E+10,1.23E+09,4.17E+10,2.71E+09,2.33E+09,4.88E+09
U5M5R2,U5M5R2_ECOLI Soluble pyridine nucleotide transhydrogenase OS=Escherichia coli C321.deltaA GN=sthA PE=3 SV=1,1,15,0.25646,1.3,0.8,0.49088,0.8,1.3,0.07356,1.6,0.6,0.15951,0.6,1.7,0.09976,1.2,0.8,0.07532,2.1,0.5,1.41E+10,2.64E+10,2.31E+10,2.35E+10,3.16E+10,2.67E+10,9.84E+09,2.80E+10,1.36E+10,3.28E+10,3.30E+10,3.17E+10
U5LWE1,"U5LWE1_ECOLI DNA-binding transcriptional activator, 3HPP-binding protein OS=Escherichia coli C321.deltaA GN=mhpR PE=4 SV=1",1,3,0.25656,2770.4,0.0,0.92623,2.4,0.4,0.18122,15829.2,0.0,0.33859,0.0,1162.2,0.03801,5.7,0.2,0.24643,6640.5,0.0,1.00E+00,5.19E+07,7.06E+07,1.74E+08,9.49E+08,4.72E+08,4.11E+07,1.21E+09,1.00E+00,1.67E+09,4.31E+09,2.02E+09
U5M998,"U5M998_ECOLI Quinone oxidoreductase, NADPH-dependent OS=Escherichia coli C321.deltaA GN=qorA PE=4 SV=1",1,12,0.25711,2.0,0.5,0.31515,1.9,0.5,0.73773,0.8,1.2,0.19132,0.9,1.1,0.01189,0.4,2.5,0.01853,0.4,2.3,1.11E+10,6.36E+10,4.76E+10,6.84E+10,6.42E+10,6.51E+10,5.42E+10,6.19E+10,6.50E+10,3.36E+10,3.10E+10,1.73E+10
U5M021,U5M021_ECOLI Putative dehydrogenase OS=Escherichia coli C321.deltaA GN=ybiC PE=4 SV=1,1,14,0.25817,2.7,0.4,0.12332,4.8,0.2,0.55865,0.6,1.8,0.43388,1.8,0.6,0.11746,0.2,4.9,0.06251,0.1,8.6,1.40E+10,1.26E+11,4.73E+10,5.84E+10,1.16E+11,2.49E+11,3.11E+11,7.86E+10,3.71E+11,8.85E+10,1.82E+10,8.72E+09
U5LYI8,U5LYI8_ECOLI Proline--tRNA ligase OS=Escherichia coli C321.deltaA GN=proS PE=3 SV=1,1,28,0.25826,0.6,1.7,0.61999,0.8,1.3,0.59610,0.8,1.3,0.27257,1.3,0.7,0.51867,1.3,0.8,0.88968,0.9,1.1,6.27E+10,1.76E+11,2.15E+11,9.55E+10,8.18E+10,6.20E+10,7.76E+10,1.53E+11,1.00E+11,1.05E+11,1.70E+11,5.63E+10
U5M1A3,U5M1A3_ECOLI 3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli C321.deltaA GN=ubiX PE=4 SV=1,1,3,0.25847,1.7,0.6,0.45796,1.6,0.6,0.02435,2.4,0.4,0.94502,1.0,1.0,0.42686,1.4,0.7,0.53003,1.5,0.7,5.71E+08,8.24E+08,4.41E+08,5.00E+08,1.24E+09,1.64E+09,6.74E+08,2.85E+09,4.58E+08,1.17E+09,2.01E+09,1.24E+09
U5M9L7,U5M9L7_ECOLI tRNA dimethylallyltransferase OS=Escherichia coli C321.deltaA GN=miaA PE=3 SV=1,1,1,0.25875,0.4,2.3,0.22418,0.7,1.4,0.00284,0.5,1.9,0.47802,1.7,0.6,0.79550,1.2,0.8,0.21163,0.7,1.4,5.63E+08,6.46E+08,6.25E+08,8.40E+08,2.34E+08,9.31E+07,3.13E+08,6.58E+08,4.29E+08,2.64E+08,3.28E+08,3.60E+08
U5M262,U5M262_ECOLI D-3-phosphoglycerate dehydrogenase OS=Escherichia coli C321.deltaA GN=serA PE=3 SV=1,1,27,0.25896,1.8,0.6,0.06823,3.0,0.3,0.28683,0.5,1.9,0.02595,1.7,0.6,0.01540,0.3,3.4,0.00464,0.2,5.8,2.47E+11,1.03E+12,7.62E+11,9.68E+11,9.16E+11,1.27E+12,1.89E+12,1.41E+12,2.06E+12,4.53E+11,3.59E+11,1.76E+11
U5M1F9,U5M1F9_ECOLI Elongation Factor P Lys34 hydroxylase OS=Escherichia coli C321.deltaA GN=epmC PE=4 SV=1,1,1,0.25941,0.0,1553.2,0.45145,0.0,236.6,0.74940,0.8,1.2,0.83734,6.6,0.2,0.26867,1282.2,0.0,0.46526,195.3,0.0,4.61E+07,2.69E+08,8.53E+07,4.32E+07,6.52E+06,1.00E+00,6.78E+07,1.17E+09,1.00E+00,6.10E+07,7.66E+07,1.27E+08
U5LYQ2,U5LYQ2_ECOLI Acyl-CoA esterase OS=Escherichia coli C321.deltaA GN=ydiI PE=4 SV=1,1,2,0.26010,4.3,0.2,0.31500,3.7,0.3,0.52008,2.4,0.4,0.61861,0.8,1.2,0.34501,0.5,1.8,0.50131,0.6,1.5,2.78E+08,8.64E+09,6.58E+09,7.69E+09,1.20E+10,1.38E+10,9.60E+09,5.83E+09,1.39E+10,1.13E+10,9.04E+09,2.06E+09
U5M111,U5M111_ECOLI YcgJ OS=Escherichia coli C321.deltaA GN=ycgJ PE=4 SV=1,1,1,0.26010,2409.3,0.0,0.90696,3.0,0.3,0.55220,0.0,267.1,0.35970,0.0,807.5,0.09921,0.0,643629.1,0.49904,0.0,797.0,1.00E+00,1.16E+08,2.29E+07,2.34E+08,3.50E+08,4.52E+08,4.59E+08,1.00E+00,1.53E+08,1.39E+08,1.00E+00,1.00E+00
U5M3H2,U5M3H2_ECOLI Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli C321.deltaA GN=rsmI PE=3 SV=1,1,3,0.26042,9.0,0.1,0.27707,8.2,0.1,0.83023,0.6,1.7,0.69612,0.9,1.1,0.16162,0.1,15.3,0.17234,0.1,14.0,3.03E+07,5.55E+09,3.68E+09,8.30E+09,9.84E+09,5.60E+09,5.44E+09,7.24E+09,8.81E+09,4.44E+09,1.24E+09,2.32E+07
U5M6Z0,U5M6Z0_ECOLI Probable phosphoglycerate mutase GpmB OS=Escherichia coli C321.deltaA GN=ytjC PE=3 SV=1,1,7,0.26138,1.8,0.6,0.38519,1.7,0.6,0.46434,1.5,0.7,0.89788,1.0,1.0,0.54945,0.8,1.2,0.77430,0.9,1.1,7.68E+08,3.18E+09,2.01E+09,3.33E+09,2.47E+09,3.19E+09,3.90E+09,1.49E+09,3.94E+09,3.70E+09,2.65E+09,1.61E+09
U5M024,"U5M024_ECOLI Mutational suppressor of prc thermosensitivity, outer membrane lipoprotein OS=Escherichia coli C321.deltaA GN=spr PE=4 SV=1",1,3,0.26157,0.2,4.6,0.97516,1.1,1.0,0.24525,0.0,2388.6,0.36158,4.8,0.2,0.33564,0.0,524.7,0.24852,0.0,2508.5,5.47E+08,3.77E+07,2.07E+08,4.13E+07,1.45E+08,7.53E+06,2.51E+07,1.81E+09,1.09E+08,2.82E+06,1.00E+00,1.11E+08
U5LZ81,U5LZ81_ECOLI Fused mannose-specific PTS enzymes: IIA component/IIB component OS=Escherichia coli C321.deltaA GN=manX PE=4 SV=1,1,21,0.26261,2.4,0.4,0.06319,3.3,0.3,0.49142,1.3,0.8,0.66662,1.4,0.7,0.37664,0.5,1.9,0.08413,0.4,2.6,6.18E+10,1.46E+11,1.31E+11,7.99E+11,1.98E+11,1.01E+11,2.03E+11,7.41E+11,2.90E+11,1.29E+11,1.83E+11,1.03E+11
U5M6C5,U5M6C5_ECOLI Putative S-transferase OS=Escherichia coli C321.deltaA GN=yghU PE=4 SV=1,1,16,0.26308,1.4,0.7,0.59963,0.9,1.2,0.41016,0.8,1.3,0.05908,0.6,1.6,0.02004,0.6,1.7,0.71115,0.9,1.1,4.07E+10,8.37E+10,7.20E+10,9.00E+10,9.69E+10,7.12E+10,5.11E+10,4.27E+10,7.13E+10,5.62E+10,5.52E+10,4.02E+10
U5M4E8,"U5M4E8_ECOLI NADH:ubiquinone oxidoreductase, chain G OS=Escherichia coli C321.deltaA GN=nuoG PE=4 SV=1",1,25,0.26407,1.5,0.7,0.13580,1.7,0.6,0.02436,2.4,0.4,0.55356,1.2,0.9,0.06854,1.6,0.6,0.16913,1.4,0.7,1.83E+10,3.98E+10,3.17E+10,4.59E+10,5.31E+10,2.95E+10,3.48E+10,6.17E+10,5.41E+10,6.33E+10,7.81E+10,6.10E+10
U5LUZ9,U5LUZ9_ECOLI Putative DNA-binding transcriptional regulator OS=Escherichia coli C321.deltaA GN=yafC PE=4 SV=1,1,4,0.26417,0.7,1.4,0.36435,0.7,1.3,0.00652,0.8,1.3,0.85631,1.1,0.9,0.69578,1.1,0.9,0.88905,1.0,1.0,1.62E+09,1.58E+09,1.45E+09,1.86E+09,8.99E+08,7.27E+08,7.73E+08,2.00E+09,9.90E+08,1.12E+09,1.23E+09,1.27E+09
U5M544,"U5M544_ECOLI Activator of AmiC murein hydrolase activity, lipoprotein OS=Escherichia coli C321.deltaA GN=nlpD PE=4 SV=1",1,7,0.26433,1.1,0.9,0.67112,0.9,1.1,0.27196,1.1,0.9,0.35685,0.9,1.2,0.76518,1.0,1.0,0.41761,1.1,0.9,1.58E+10,1.58E+10,1.60E+10,1.98E+10,1.71E+10,1.56E+10,1.67E+10,1.17E+10,1.73E+10,1.68E+10,1.56E+10,1.86E+10
U5LWJ7,"U5LWJ7_ECOLI Glutathione transporter ATP-binding protein, ABC superfamily OS=Escherichia coli C321.deltaA GN=gsiA PE=3 SV=1",1,8,0.26469,0.7,1.4,0.23023,1.4,0.7,0.05455,0.5,1.8,0.01131,1.9,0.5,0.13227,0.8,1.3,0.00014,0.4,2.5,3.53E+09,6.76E+09,6.98E+09,4.83E+09,4.13E+09,3.03E+09,7.52E+09,6.92E+09,8.47E+09,3.15E+09,2.86E+09,3.04E+09
U5M6W9,U5M6W9_ECOLI Ribosomal RNA small subunit methyltransferase C OS=Escherichia coli C321.deltaA GN=rsmC PE=3 SV=1,1,5,0.26515,1.5,0.7,0.12119,1.9,0.5,0.66945,0.9,1.2,0.26641,1.3,0.8,0.02174,0.6,1.7,0.01143,0.5,2.2,3.04E+09,7.45E+09,7.31E+09,8.55E+09,9.85E+09,6.71E+09,8.37E+09,1.38E+10,1.00E+10,5.10E+09,5.41E+09,3.89E+09
U5M0J2,U5M0J2_ECOLI DNA-binding response regulator in two-component regulatory system with BarA OS=Escherichia coli C321.deltaA GN=uvrY PE=4 SV=1,1,4,0.26588,1.6,0.6,0.01516,2.9,0.3,0.00846,1.9,0.5,0.25361,1.8,0.6,0.70771,1.2,0.9,0.19007,0.6,1.6,1.60E+09,1.87E+09,1.49E+09,3.38E+09,4.29E+09,1.30E+09,7.84E+09,3.33E+09,4.26E+09,2.55E+09,3.10E+09,3.78E+09
U5M552,U5M552_ECOLI YfhM OS=Escherichia coli C321.deltaA GN=yfhM PE=4 SV=1,1,19,0.26599,2.2,0.5,0.21731,2.4,0.4,0.92192,1.1,0.9,0.04751,1.1,0.9,0.13948,0.5,2.0,0.10252,0.4,2.3,1.70E+09,1.21E+10,8.77E+09,1.22E+10,1.30E+10,1.19E+10,1.33E+10,1.45E+10,1.34E+10,1.02E+10,7.66E+09,2.87E+09
U5LYN5,"U5LYN5_ECOLI DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding protein OS=Escherichia coli C321.deltaA GN=cysB PE=4 SV=1",1,8,0.26629,0.7,1.4,0.50268,1.3,0.8,0.06588,1.9,0.5,0.10785,1.7,0.6,0.00529,2.6,0.4,0.22861,1.5,0.7,4.94E+09,1.00E+10,8.75E+09,4.64E+09,6.93E+09,5.15E+09,8.89E+09,1.51E+10,6.60E+09,1.52E+10,1.67E+10,1.11E+10
U5M478,"U5M478_ECOLI Chromate reductase, Class I, flavoprotein OS=Escherichia coli C321.deltaA GN=chrR PE=4 SV=1",1,8,0.26680,1.2,0.8,0.37471,1.5,0.7,0.41918,0.7,1.4,0.60425,1.3,0.8,0.26521,0.6,1.6,0.24876,0.5,2.1,2.01E+10,2.24E+10,2.03E+10,3.04E+10,1.96E+10,2.55E+10,1.59E+10,6.55E+10,3.00E+10,1.07E+10,3.11E+10,1.04E+10
U5M8G4,U5M8G4_ECOLI Transcription termination factor Rho OS=Escherichia coli C321.deltaA GN=rho PE=3 SV=1,1,24,0.26693,1.4,0.7,0.24221,1.3,0.7,0.59484,0.9,1.1,0.83429,1.0,1.0,0.06099,0.6,1.6,0.02005,0.7,1.5,8.67E+10,1.59E+11,1.61E+11,2.34E+11,1.43E+11,1.74E+11,1.83E+11,1.58E+11,1.82E+11,1.25E+11,1.28E+11,9.34E+10
U5M0T5,"U5M0T5_ECOLI DNA polymerase III, delta prime subunit OS=Escherichia coli C321.deltaA GN=holB PE=4 SV=1",1,1,0.26717,17.1,0.1,0.08632,0.0,61081.3,0.42951,0.0,159.6,0.03636,0.0,1044093.6,0.22035,0.0,2728.9,0.44153,382.6,0.0,2.95E+08,1.17E+06,3.66E+05,2.79E+08,2.00E+07,1.13E+08,1.00E+00,1.00E+00,5.55E+05,1.00E+00,4.00E+05,7.77E+07
U5M1V1,U5M1V1_ECOLI Diaminopimelate decarboxylase OS=Escherichia coli C321.deltaA GN=lysA PE=1 SV=1,1,5,0.26739,0.6,1.7,0.14215,2.3,0.4,0.28143,1.6,0.6,0.03031,4.0,0.3,0.03909,2.8,0.4,0.41223,0.7,1.4,1.63E+09,4.72E+09,3.89E+09,2.83E+09,1.84E+09,1.14E+09,4.18E+09,1.31E+10,6.95E+09,4.76E+09,7.53E+09,3.60E+09
U5M956,U5M956_ECOLI Valine--tRNA ligase OS=Escherichia coli C321.deltaA GN=valS PE=3 SV=1,1,32,0.26749,0.7,1.4,0.40840,1.2,0.8,0.92629,1.0,1.0,0.03838,1.7,0.6,0.15350,1.4,0.7,0.17213,0.8,1.3,2.71E+10,5.40E+10,4.59E+10,3.67E+10,3.06E+10,2.25E+10,4.11E+10,5.90E+10,5.28E+10,3.30E+10,4.55E+10,4.18E+10
U5LYX5,U5LYX5_ECOLI Maltodextrin glucosidase OS=Escherichia coli C321.deltaA GN=malZ PE=4 SV=1,1,2,0.26764,2.8,0.4,0.01974,4.2,0.2,0.18618,2.2,0.5,0.66302,1.5,0.7,0.79972,0.8,1.3,0.33774,0.5,1.9,1.55E+08,1.34E+08,1.24E+08,1.68E+09,1.15E+08,2.83E+08,7.93E+08,2.71E+08,8.65E+08,3.08E+08,1.27E+08,6.60E+08
U5M5L8,U5M5L8_ECOLI Flavodoxin OS=Escherichia coli C321.deltaA GN=fldB PE=3 SV=1,1,1,0.26795,15.3,0.1,0.43308,7.4,0.1,0.95913,0.9,1.2,0.53956,0.5,2.1,0.18678,0.1,17.8,0.34550,0.1,8.6,3.93E+06,5.10E+09,2.18E+08,1.14E+09,2.54E+09,5.41E+09,4.81E+09,1.78E+08,2.06E+09,3.86E+09,7.23E+07,1.00E+07
U5M951,U5M951_ECOLI Uroporphyrinogen decarboxylase OS=Escherichia coli C321.deltaA GN=hemE PE=3 SV=1,1,9,0.26817,0.8,1.3,0.94264,1.0,1.0,0.70387,0.9,1.1,0.13084,1.2,0.8,0.67154,1.1,0.9,0.70897,0.9,1.1,1.14E+10,2.07E+10,1.88E+10,1.27E+10,1.34E+10,1.27E+10,1.28E+10,1.88E+10,1.74E+10,1.60E+10,2.09E+10,9.03E+09
U5LUW4,U5LUW4_ECOLI tRNA(Ile)-lysidine synthase OS=Escherichia coli C321.deltaA GN=tilS PE=3 SV=1,1,2,0.26827,1689.6,0.0,0.87937,4.1,0.2,0.99698,1.0,1.0,0.40403,0.0,416.2,0.27276,0.0,1634.8,0.88252,0.3,3.9,1.00E+00,7.25E+07,1.35E+07,9.12E+07,1.55E+08,3.34E+08,4.14E+08,1.00E+00,1.58E+08,1.10E+08,9.78E+06,1.00E+00
TRYP_PIG,,1,1,0.26855,1.2,0.8,0.32886,0.8,1.2,0.40645,0.9,1.1,0.13288,0.7,1.5,0.12131,0.8,1.3,0.67266,1.1,0.9,2.92E+11,3.53E+11,3.79E+11,4.98E+11,3.56E+11,3.67E+11,3.58E+11,2.01E+11,2.92E+11,3.44E+11,2.48E+11,3.22E+11
